source,source_id,name,operator,city,country,latitude,longitude,net_count,ix_count,confidence,source_url,license_note
PeeringDB,661,Optus Ultimo,Singtel Optus,Sydney,AU,-33.878688,151.19879,1,0,high,https://www.peeringdb.com/fac/661,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,662,WDC,WDC,Villers-le-Bouillet,BE,50.580621,5.262687,11,0,high,https://www.peeringdb.com/fac/662,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,663,TELEPOINT Sofia Centre,Telepoint OOD,Sofia,BG,42.702735,23.306259,179,17,high,https://www.peeringdb.com/fac/663,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,664,ITD Network SA Core Colocation center,ITD Network,Sofia,BG,42.679361,23.366812,0,0,high,https://www.peeringdb.com/fac/664,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,665,ITD Network SA Access Colocation Center,ITD Network,Sofia,BG,42.694699,23.316748,0,0,high,https://www.peeringdb.com/fac/665,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,666,Sofia Data Center (SDC),Neterra Ltd.,Sofia,BG,42.656366,23.369197,39,5,high,https://www.peeringdb.com/fac/666,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,668,CoreSite - Reston (VA1),CoreSite,Reston,US,38.950631,-77.364541,84,6,high,https://www.peeringdb.com/fac/668,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,669,CoreSite - Miami (MI1),CoreSite,Miami,US,25.797548,-80.230038,21,2,high,https://www.peeringdb.com/fac/669,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,670,CoreSite - New York (NY1),CoreSite,New York,US,40.72,-74.004561,36,4,high,https://www.peeringdb.com/fac/670,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,671,Coresite - Milpitas (SV2),CoreSite,Milpitas,US,37.405693,-121.916261,7,2,high,https://www.peeringdb.com/fac/671,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,673,Varna Teleport Center,Neterra Ltd.,Varna,BG,43.205497,27.912757,5,1,high,https://www.peeringdb.com/fac/673,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,674,Burgas Teleport Center,Neterra Ltd.,Burgas,BG,42.492929,27.473234,2,1,high,https://www.peeringdb.com/fac/674,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,675,Plovdiv Teleport Center,Neterra Ltd.,Plovdiv,BG,42.13603,24.753688,3,1,high,https://www.peeringdb.com/fac/675,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,676,iomart DC3 Nottingham,iomart Hosting Limited,Nottingham,GB,52.950916,-1.138982,3,0,high,https://www.peeringdb.com/fac/676,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,678,Luna.nl Rotterdam Puntegale,Ekco B.V.,Rotterdam,NL,51.917088,4.473742,1,0,high,https://www.peeringdb.com/fac/678,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,679,ColoHouse Miami,ColoHouse Premier Datacenter,Miami,US,25.775811,-80.192959,43,3,high,https://www.peeringdb.com/fac/679,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,683,"Equinix FR4 - Frankfurt, West","Equinix, Inc.",Frankfurt,DE,50.097939,8.587964,96,9,high,https://www.peeringdb.com/fac/683,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,684,"Equinix SK2 - Stockholm, Sköndal","Equinix, Inc.",Stockholm,SE,59.263521,18.105656,35,10,high,https://www.peeringdb.com/fac/684,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,685,Lumen Berlin,Colt Technology Services Group,Berlin,DE,52.43267,13.37372,1,0,high,https://www.peeringdb.com/fac/685,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,686,Stadtwerke Norderstedt RZ1,Stadtwerke Norderstedt,Norderstedt,DE,53.706205,9.994222,3,0,high,https://www.peeringdb.com/fac/686,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,687,Verizon Istanbul,"Verizon Communications, Inc.",Istanbul,TR,40.993532,28.827068,10,1,high,https://www.peeringdb.com/fac/687,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,688,Fujitsu Eight Mile Plains,Fujitsu Australia Limited,Brisbane,AU,-27.582067,153.097734,7,1,high,https://www.peeringdb.com/fac/688,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,690,Ipera Newcastle,Ipera,Newcastle,AU,-32.924952,151.757278,1,0,high,https://www.peeringdb.com/fac/690,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,691,Equinix ME5 - Melbourne (formerly Metronode Melbourne 1),"Equinix, Inc.",Melbourne,AU,-37.807942,144.953538,6,2,high,https://www.peeringdb.com/fac/691,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,692,Global Centre,Datacom Data Centres Ltd,Melbourne,AU,-37.824409,144.961523,0,0,high,https://www.peeringdb.com/fac/692,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,693,Primus Adelaide,Vocus Group,Adelaide,AU,-34.927233,138.594121,6,0,high,https://www.peeringdb.com/fac/693,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,694,aCure,Vocus Group,Perth,AU,-31.95577,115.859135,1,0,high,https://www.peeringdb.com/fac/694,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,695,DigiCo Brisbane BNE (iseek IR),DigiCo,Woolloongabba,AU,-27.49132,153.035403,2,1,high,https://www.peeringdb.com/fac/695,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,696,Equinix DE2 - Denver,"Equinix, Inc.",Denver,US,39.560317,-104.857528,13,2,high,https://www.peeringdb.com/fac/696,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,698,HNS - IDC01,Honesty Net Solutions (I) Pvt Ltd,Mumbai,IN,19.144661,72.937966,2,0,high,https://www.peeringdb.com/fac/698,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,700,GFR DataCenter Bochum,Glasfaser Ruhr GmbH & Co. KG,Bochum,DE,51.474367,7.193234,3,0,high,https://www.peeringdb.com/fac/700,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,702,Hurricane Electric Fremont 1,Hurricane Electric,Fremont,US,37.489879,-121.931012,42,3,high,https://www.peeringdb.com/fac/702,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,703,TOPNET/UA/Leontovicha9,TOPNET,Kyiv,UA,50.445102,30.510193,15,5,high,https://www.peeringdb.com/fac/703,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,705,Equinix SG2 - Singapore,"Equinix, Inc.",Singapore,SG,1.321502,103.695359,68,6,high,https://www.peeringdb.com/fac/705,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,706,Arelion Moscow MSK/O1,Arelion,Moscow,RU,55.785162,37.613257,3,0,high,https://www.peeringdb.com/fac/706,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,707,Global-e Datacenter NLRI1,Global-e Datacenter BV,Rijen,NL,51.579078,4.929288,12,2,high,https://www.peeringdb.com/fac/707,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,708,BBBell Torino,B.B.Bell S.p.A.,Turin,IT,45.090615,7.658883,1,0,high,https://www.peeringdb.com/fac/708,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,710,Equinix CU1/CU2/CU3/CU4 - Culpeper,"Equinix, Inc.",Culpeper,US,38.454881,-77.978325,10,1,high,https://www.peeringdb.com/fac/710,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,713,Viva Kochar,Viva Armenia,Yerevan,AM,40.198451,44.493908,1,0,high,https://www.peeringdb.com/fac/713,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,714,Digital Realty Paris PAR5,Digital Realty,Paris,FR,48.914183,2.362402,69,2,high,https://www.peeringdb.com/fac/714,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,715,Digital Realty Paris PAR6,Digital Realty,Paris,FR,48.815272,2.402842,14,0,high,https://www.peeringdb.com/fac/715,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,716,Lumen Brussels,Colt Technology Services Group,Machelen,BE,50.887581,4.455725,0,0,high,https://www.peeringdb.com/fac/716,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,717,"Equinix PA3 - Paris, Saint-Denis","Equinix, Inc.",Paris,FR,48.927166,2.350664,123,3,high,https://www.peeringdb.com/fac/717,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,718,Cogent Bordeaux,"Cogent Communications, Inc.",Bordeaux,FR,44.86328,-0.555491,11,0,high,https://www.peeringdb.com/fac/718,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,721,Cogent Dijon,"Cogent Communications, Inc.",Dijon,FR,47.308867,5.03019,10,0,high,https://www.peeringdb.com/fac/721,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,722,Cogent Grenoble,"Cogent Communications, Inc.",Grenoble,FR,45.189943,5.736655,21,2,high,https://www.peeringdb.com/fac/722,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,723,Cogent Paris,"Cogent Communications, Inc.",La Garenne Colombes,FR,48.907073,2.241557,2,1,high,https://www.peeringdb.com/fac/723,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,724,ETIX Lyon #1,Etix Everywhere,Lyon,FR,45.729237,4.843612,27,1,high,https://www.peeringdb.com/fac/724,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,725,Cogent Nantes,"Cogent Communications, Inc.",Nantes,FR,47.203142,-1.550442,17,1,high,https://www.peeringdb.com/fac/725,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,726,Cogent Poitiers,"Cogent Communications, Inc.",Poitiers,FR,46.588271,0.339986,10,0,high,https://www.peeringdb.com/fac/726,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,727,Cogent Rennes,"Cogent Communications, Inc.",Rennes,FR,48.107474,-1.64368,26,2,high,https://www.peeringdb.com/fac/727,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,730,Cogent Tours,"Cogent Communications, Inc.",Tours,FR,47.432609,0.686648,8,1,high,https://www.peeringdb.com/fac/730,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,731,Cogent Velizy,"Cogent Communications, Inc.",Vélizy-Villacoublay,FR,48.783682,2.208055,8,1,high,https://www.peeringdb.com/fac/731,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,735,Carrierswitchraum Jena,Thüringer Netkom GmbH,Jena,DE,50.8953,11.5842,4,0,high,https://www.peeringdb.com/fac/735,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,736,Intershop-Tower Jena,IKS Service GmbH,Jena,DE,50.928788,11.584776,1,0,high,https://www.peeringdb.com/fac/736,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,737,Telehouse - Teleport Center (New York),Telehouse - Global Data Centers,Staten Island,US,40.606231,-74.173722,40,3,high,https://www.peeringdb.com/fac/737,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,738,AT TOKYO (CC1/CC2),AT TOKYO Corporation,Tokyo,JP,35.645435,139.793285,132,6,high,https://www.peeringdb.com/fac/738,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,739,Level(3) Jersey City,Lumen Technologies Inc,Jersey City,US,40.718534,-74.037494,0,0,high,https://www.peeringdb.com/fac/739,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,740,Bahnhof Pionen,Bahnhof,Stockholm,SE,59.312383,18.085488,3,0,high,https://www.peeringdb.com/fac/740,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,741,LVRTC TV Tower,"VAS ""Latvijas Valsts radio un televizijas centrs""",Riga,LV,56.923961,24.137042,35,7,high,https://www.peeringdb.com/fac/741,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,744,Perses 2 - Riga,Santa Monica Networks,Riga,LV,56.951976,24.124289,19,2,high,https://www.peeringdb.com/fac/744,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,745,Gigastream Oxford 1,Gigastream plc,Oxford,GB,51.749144,-1.268159,1,0,high,https://www.peeringdb.com/fac/745,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,746,Hoern Campus Kiel,ADDIX Internet Services GmbH,Kiel,DE,54.310789,10.132338,2,0,high,https://www.peeringdb.com/fac/746,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,747,euNetworks Colocation Frankfurt,euNetworks Group,Frankfurt,DE,50.105432,8.647503,1,1,high,https://www.peeringdb.com/fac/747,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,749,euNetworks Colocation Hannover,euNetworks Group,Hannover,DE,52.398251,9.76883,5,1,high,https://www.peeringdb.com/fac/749,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,750,euNetworks Colocation Dresden,euNetworks Group,Dresden,DE,51.038826,13.731843,5,0,high,https://www.peeringdb.com/fac/750,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,751,euNetworks Colocation Leipzig,euNetworks Group,Leipzig,DE,51.364861,12.39941,4,0,high,https://www.peeringdb.com/fac/751,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,752,euNetworks Colocation Hamburg,euNetworks Group,Hamburg,DE,53.549318,10.048008,10,1,high,https://www.peeringdb.com/fac/752,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,753,euNetworks Duesseldorf - site closed,euNetworks Group,Düsseldorf,DE,51.226515,6.790216,0,0,high,https://www.peeringdb.com/fac/753,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,754,euNetworks Colocation Koeln,euNetworks Group,Cologne,DE,50.937182,6.973508,1,0,high,https://www.peeringdb.com/fac/754,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,755,euNetworks Colocation Muenchen 1,euNetworks Group,Munich,DE,48.149349,11.521064,1,0,high,https://www.peeringdb.com/fac/755,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,757,euNetworks Colocation Nuernberg,euNetworks Group,Nuremberg,DE,49.45971,11.03472,3,0,high,https://www.peeringdb.com/fac/757,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,759,E-Commerce Park N.V.,E-Commerce Park N.V.,Willemstad,CW,12.101022,-68.902463,5,1,high,https://www.peeringdb.com/fac/759,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,760,NTT Data (MEA) - Cape Town,Open Access Data Centres,Cape Town,ZA,-33.918595,18.420575,12,2,high,https://www.peeringdb.com/fac/760,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,762,FCCN Oporto,"Fundacao para a Ciencia e a Tecnologia, I.P.",Porto,PT,41.17794,-8.597688,2,2,high,https://www.peeringdb.com/fac/762,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,764,The UK Grid Network LTD (Greenheys DC),The UK Grid Network LTD,Manchester,GB,53.463125,-2.238537,1,0,high,https://www.peeringdb.com/fac/764,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,766,YRIX,YRIX,Billings,US,45.781051,-108.512531,0,1,high,https://www.peeringdb.com/fac/766,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,767,TelePacific,TelePacific Communications,San Francisco,US,37.77942,-122.394082,0,0,high,https://www.peeringdb.com/fac/767,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,770,Switch Las Vegas,"Switch, Ltd.",Las Vegas,US,36.059914,-115.210194,46,1,high,https://www.peeringdb.com/fac/770,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,772,iNES Datacenter Bucharest,iNES Group,Bucharest,RO,44.484589,26.089852,17,2,high,https://www.peeringdb.com/fac/772,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,775,Cologix TOR1,"Cologix, Inc.",Toronto,CA,43.644632,-79.384228,85,3,high,https://www.peeringdb.com/fac/775,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,777,Kelag Klagenfurt,oja.at GmbH,Klagenfurt,AT,46.62109,14.309852,17,1,high,https://www.peeringdb.com/fac/777,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,778,Stadtwerke Klagenfurt,Stadtwerke Klagenfurt AG,Klagenfurt am Wörthersee,AT,46.617463,14.315468,20,1,high,https://www.peeringdb.com/fac/778,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,782,Portus/IPHH HH2 (Wendenstrasse 408),Portus Data Centers,Hamburg,DE,53.549318,10.048008,39,3,high,https://www.peeringdb.com/fac/782,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,784,"Kanobe, LLC",Bothell Data Services,Bothell,US,47.779371,-122.190511,1,0,high,https://www.peeringdb.com/fac/784,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,785,Hibernia Atlantic Dublin International Exchange Center,Hibernia Atlantic,Dublin,IE,53.400983,-6.218081,5,0,high,https://www.peeringdb.com/fac/785,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,787,Telia Telehouse KJJ,Telia Company,Tallinn,EE,59.435184,24.714942,27,6,high,https://www.peeringdb.com/fac/787,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,788,Delska EU North Vilnius LT DC3,Delska Lithuania,Vilnius,LT,54.691725,25.288454,26,3,high,https://www.peeringdb.com/fac/788,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,789,Sigmanet Data Centre,LUMII,Riga,LV,56.948577,24.118195,3,0,high,https://www.peeringdb.com/fac/789,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,790,n@work Hamburg Wendenstraße,n@work Internet Informationssysteme GmbH,Hamburg,DE,53.550912,10.047057,15,1,high,https://www.peeringdb.com/fac/790,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,791,Servers Australia DC,The One Provider Group Pty Ltd,Tuggerah,AU,-33.318672,151.418446,1,0,high,https://www.peeringdb.com/fac/791,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,793,PROFISOL Bucharest,PROFISOL,Bucharest,RO,44.441308,26.139318,0,0,high,https://www.peeringdb.com/fac/793,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,799,LightEdge San Diego 1 (SAN1),LightEdge NFINIT,San Diego,US,32.828068,-117.129906,7,0,high,https://www.peeringdb.com/fac/799,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,800,LightEdge San Diego 2 (SAN2),LightEdge NFINIT,San Diego,US,32.897149,-117.20105,6,0,high,https://www.peeringdb.com/fac/800,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,802,Digita Helsinki Pasila Broadcasting Tower,Digita Oy,Helsinki,FI,60.204658,24.922446,52,11,high,https://www.peeringdb.com/fac/802,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,803,Cologix MIN1,"Cologix, Inc.",Minneapolis,US,44.971408,-93.25458,79,6,high,https://www.peeringdb.com/fac/803,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,807,DataCenter Winterthur,DataCenter Winterthur,Winterthur,CH,47.499068,8.71898,1,0,high,https://www.peeringdb.com/fac/807,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,808,NewTelco Frankfurt,NewTelco GmbH,Frankfurt,DE,50.099697,8.631763,74,8,high,https://www.peeringdb.com/fac/808,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,809,JSLLC Bozeman,"Johnson Services, LLC.",Bozeman,US,45.680672,-111.035371,0,0,high,https://www.peeringdb.com/fac/809,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,812,Mezon Business Park,Mezon,Chisinau,MD,47.059117,28.865646,0,0,high,https://www.peeringdb.com/fac/812,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,813,Global Switch Frankfurt,Global Switch,Frankfurt,DE,50.129995,8.598073,18,2,high,https://www.peeringdb.com/fac/813,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,814,Vline Telecom,Vline Telecom,Moscow,RU,55.652639,37.528861,0,0,high,https://www.peeringdb.com/fac/814,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,816,PIX Telium,Telium Telecomunicações Ltda,São Paulo,BR,-23.620044,-46.702253,32,1,high,https://www.peeringdb.com/fac/816,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,817,Rent a Rack,Webhuset AS,Oslo,NO,59.92599,10.809217,2,0,high,https://www.peeringdb.com/fac/817,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,818,210 Sheppard Avenue East,Internet Light and Power Inc.,Toronto,CA,43.76388,-79.40133,1,0,high,https://www.peeringdb.com/fac/818,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,821,Alionis VBO,Alionis,Villebon-sur-Yvette,FR,48.68827,2.212531,0,0,high,https://www.peeringdb.com/fac/821,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,822,Siminn Hosting,Siminn Hosting,Copenhagen,DK,55.706356,12.585254,1,0,high,https://www.peeringdb.com/fac/822,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,823,Ikoula IKDC1,Ikoula Net SAS,Reims,FR,49.233817,4.034496,9,0,high,https://www.peeringdb.com/fac/823,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,824,Neuf Reims,Neuf Cegetel SA.,Reims,FR,49.258209,4.017703,1,0,high,https://www.peeringdb.com/fac/824,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,826,"Equinix GV2 - Geneva, West","Equinix, Inc.",Geneva,CH,46.207429,6.097904,25,1,high,https://www.peeringdb.com/fac/826,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,829,Oak Tower,Cassidy/Turley,Kansas City,US,39.101138,-94.578927,0,0,high,https://www.peeringdb.com/fac/829,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,831,Serverfarm AMS1 Amsterdam,Serverfarm,Amsterdam,NL,52.395902,4.870918,4,0,high,https://www.peeringdb.com/fac/831,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,832,"Equinix LD5 - London, Slough","Equinix, Inc.",Slough,GB,51.522463,-0.62905,158,7,high,https://www.peeringdb.com/fac/832,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,833,Equinix ZH4 - Zurich,"Equinix, Inc.",Zurich,CH,47.38774,8.520195,83,8,high,https://www.peeringdb.com/fac/833,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,834,Datacenter Noord-Holland,Datacenter Noord-Holland B.V.,Alkmaar,NL,52.625663,4.770622,4,0,high,https://www.peeringdb.com/fac/834,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,837,IVC ORW Saint-Petersburg,"JSC ""Russian Railways"", ""October Railway""",St. Petersburg,RU,59.91069,30.339978,38,10,high,https://www.peeringdb.com/fac/837,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,838,CityNet Host,CityNet Telecom,Tenth of Ramadan,EG,30.091435,31.25435,1,0,high,https://www.peeringdb.com/fac/838,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,839,SRCE Zagreb,SRCE Zagreb,Zagreb,HR,45.792436,15.969413,11,1,high,https://www.peeringdb.com/fac/839,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,841,Telehouse Saint Petersburg,Telehouse Saint Petersburg,St. Petersburg,RU,59.935316,30.314446,2,1,high,https://www.peeringdb.com/fac/841,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,842,"Equinix PA6 - Paris, Condorcet","Equinix, Inc.",Paris,FR,48.910255,2.368248,58,4,high,https://www.peeringdb.com/fac/842,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,843,ThinkTel Communications Edmonton,ThinkTel Communications Ltd.,Edmonton,CA,53.544091,-113.494181,0,0,high,https://www.peeringdb.com/fac/843,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
